,name,address,website,phone_number,reviews_count,reviews_average,images
12,Cafe Đen Đá,"182 Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",m.facebook.com,+84 28 6682 1999,,,"['https://lh5.googleusercontent.com/p/AF1QipNj7uJJYvlqCWh9CPi1Js1MP3ZQt0zjnvjTo3bo', 'https://lh5.googleusercontent.com/p/AF1QipPiyyUWKPhzmGybbOHn4K9plHOw9xPKt0tJAr2X']"
13,BẢN Cà Phê,"38/7 Đ. Lê Lai, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,+84 28 6672 6936,,,"['https://lh5.googleusercontent.com/p/AF1QipMMHnKWWlPZbBkG_g0pgGCfEncex5qEJFGdM3be', 'https://lh5.googleusercontent.com/p/AF1QipNj7uJJYvlqCWh9CPi1Js1MP3ZQt0zjnvjTo3bo']"
14,Người Tám Chuyện House,"26 Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,,14,4.4,"['https://lh5.googleusercontent.com/p/AF1QipPZb3XfU6WLyRhm38-OqOQUKYIcjyxU0-Py6Ali', 'https://lh5.googleusercontent.com/p/AF1QipMMHnKWWlPZbBkG_g0pgGCfEncex5qEJFGdM3be']"
15,Khóm Coffee & Tea,"5 Trần Quý Khoách, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Vietnam",instagram.com,+84 94 117 40 19,,,"['https://lh5.googleusercontent.com/p/AF1QipOVD_jPa0_oWhTsVzT_67bC8220HRyUn9vsyRXR', 'https://lh5.googleusercontent.com/p/AF1QipPZb3XfU6WLyRhm38-OqOQUKYIcjyxU0-Py6Ali']"
16,The Local Coffee,"21 Ngô Đức Kế, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",,,2,5.0,"['https://lh5.googleusercontent.com/p/AF1QipOVD_jPa0_oWhTsVzT_67bC8220HRyUn9vsyRXR', 'https://lh5.googleusercontent.com/p/AF1QipPENWkWCjXiNbNXqGipyynKfvDjtPYQu48gdAF5']"
17,Hào cafe,"158a Đ. Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,,47,4.7,"['https://lh5.googleusercontent.com/p/AF1QipN8E8BZbbwaXnI1MlFx8iJtQ_K0XkfCdhaaWrV4', 'https://lh5.googleusercontent.com/p/AF1QipPENWkWCjXiNbNXqGipyynKfvDjtPYQu48gdAF5']"
18,Me Cafe,"40 Ngô Đức Kế, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,,86,4.5,"['https://lh5.googleusercontent.com/p/AF1QipPbFPeXRQsQrDIZg9-YDLVM0w9CQDEOCyA8bzcB', 'https://lh5.googleusercontent.com/p/AF1QipN8E8BZbbwaXnI1MlFx8iJtQ_K0XkfCdhaaWrV4']"
19,The Balcony Coffee,"26 Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 98 278 51 30,24,4.8,"['https://lh5.googleusercontent.com/p/AF1QipOzThbiekBzoC6qUdzKV0hWr-0me-5X8b3BD01t', 'https://lh5.googleusercontent.com/p/AF1QipPbFPeXRQsQrDIZg9-YDLVM0w9CQDEOCyA8bzcB']"
20,Allure Coffee,"51 Đ. Trần Nhật Duật, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Vietnam",instagram.com,+84 98 668 82 99,65,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNoxtsZor8P33I0yqkYhAvnF_AFxHfTenwB7nms', 'https://lh5.googleusercontent.com/p/AF1QipOzThbiekBzoC6qUdzKV0hWr-0me-5X8b3BD01t']"
21,Thinker&Dreamer Coffee,"26B Đ. Lê Lai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",thinkerdreamer.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipOnu3mZaDAMLk7KOvXxDPTH0iaMsaqqnI0aDOej', 'https://lh5.googleusercontent.com/p/AF1QipNoxtsZor8P33I0yqkYhAvnF_AFxHfTenwB7nms']"
22,Boo Coffee,"42 Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 90 899 94 83,,,"['https://lh5.googleusercontent.com/p/AF1QipONpU2AkilTFnr4p4aaakrJMS__rel6NmR383zh', 'https://lh5.googleusercontent.com/p/AF1QipOnu3mZaDAMLk7KOvXxDPTH0iaMsaqqnI0aDOej']"
23,Hoang Thi Cafe,"33/72 Đ. Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,,,,"['https://lh5.googleusercontent.com/p/AF1QipNptUWroZm6fyzS1Yvh0NLmZCzoBgbQ0iW-c19K', 'https://lh5.googleusercontent.com/p/AF1QipONpU2AkilTFnr4p4aaakrJMS__rel6NmR383zh']"
24,Opera Tea Club,"39 Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 701000, Vietnam",facebook.com,+84 868 706 109,,,"['https://lh5.googleusercontent.com/p/AF1QipOPqEod8z5sX-mmoX8yyyj4vZf_sy2C2LCyazU', 'https://lh5.googleusercontent.com/p/AF1QipNptUWroZm6fyzS1Yvh0NLmZCzoBgbQ0iW-c19K']"
25,Little HaNoi Egg Coffee (Yersin),"119/5 Đ. Yersin, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Vietnam",littlehanoieggcoffee.vn,+84 90 452 23 39,,,"['https://lh5.googleusercontent.com/p/AF1QipN_IPLKXFdq2XUstYOOhJhtPgEjHM6VX92Yeqg', 'https://lh5.googleusercontent.com/p/AF1QipOPqEod8z5sX-mmoX8yyyj4vZf_sy2C2LCyazU']"
26,Cộng Cà phê,"26 Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",congcaphe.com,+84 91 181 11 65,,,"['https://lh5.googleusercontent.com/p/AF1QipNbgWJRD7abynsHtvx80bcTpsJjZaBPY1xmmoed', 'https://lh5.googleusercontent.com/p/AF1QipN_IPLKXFdq2XUstYOOhJhtPgEjHM6VX92Yeqg']"
27,E-Paso coffee,"94E Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,+84 866 791 496,71,4.4,"['https://lh5.googleusercontent.com/p/AF1QipMAHeWoBxd9Z43wXJ3cY9MCXyb88ZjSswiXjRjS', 'https://lh5.googleusercontent.com/p/AF1QipNbgWJRD7abynsHtvx80bcTpsJjZaBPY1xmmoed']"
28,Wego Coffee Type,"60 Đông Du, Ward, Quận 1, Thành phố Hồ Chí Minh 000000, Vietnam",facebook.com,+84 703 985 648,47,4.9,"['https://lh5.googleusercontent.com/p/AF1QipNFtmesFIjTqV9LpOX0QqGacj37svVUg3e7iLCJ', 'https://lh5.googleusercontent.com/p/AF1QipMAHeWoBxd9Z43wXJ3cY9MCXyb88ZjSswiXjRjS']"
29,Manki True Artisan Cafe,"Flat No.4, 1st floor, 42bis Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 760000, Vietnam",,+84 898 682 817,135,4.7,"['https://lh5.googleusercontent.com/p/AF1QipO9NlV4ROD5LpOVThrKNxeijFxyuH7I1ZmWtIT3', 'https://lh5.googleusercontent.com/p/AF1QipNFtmesFIjTqV9LpOX0QqGacj37svVUg3e7iLCJ']"
30,Bâng Khuâng Café,"2nd floor, 9 Đ. Thái Văn Lung, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 90 366 78 88,538,4.3,"['https://lh5.googleusercontent.com/p/AF1QipP34wmUBUEeJ-fvvJ7Q0XLljL9Ztj6GgErEPy3t', 'https://lh5.googleusercontent.com/p/AF1QipO9NlV4ROD5LpOVThrKNxeijFxyuH7I1ZmWtIT3']"
31,Cafe Tèo premium - Quận 1,"266 Đ. Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,+84 703 337 244,,,"['https://lh5.googleusercontent.com/p/AF1QipPUDDPoq9R2atA3qut4spto3v9oq-rl-wwy6dQv', 'https://lh5.googleusercontent.com/p/AF1QipP34wmUBUEeJ-fvvJ7Q0XLljL9Ztj6GgErEPy3t']"
32,Chiêu Cafe Sách,"377 Đ. Hoàng Sa, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 28 3935 0377,,,"['https://lh5.googleusercontent.com/p/AF1QipMQr3o64Yc1IqBnLQsIsrvQ30NC9fsa-3BzR-44', 'https://lh5.googleusercontent.com/p/AF1QipPUDDPoq9R2atA3qut4spto3v9oq-rl-wwy6dQv']"
33,Highlands Coffee Lê Duẩn,"2B Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,+84 28 7102 2021,,,"['https://lh5.googleusercontent.com/p/AF1QipMrEPh1WqB7mqj-i_8GxdkZr3VwNdGAmeVm8-lO', 'https://lh5.googleusercontent.com/p/AF1QipMQr3o64Yc1IqBnLQsIsrvQ30NC9fsa-3BzR-44']"
34,The Old Compass Cafe and Bar,"63/11 Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",oldcompasscafe.com,+84 28 3823 2969,,,"['https://lh5.googleusercontent.com/p/AF1QipMEv4ZpvHlotKxJUd7oPYKv0i_I0Ogqd8bLINqp', 'https://lh5.googleusercontent.com/p/AF1QipMrEPh1WqB7mqj-i_8GxdkZr3VwNdGAmeVm8-lO']"
35,Business Coffee - Cà Phê Doanh Nhân Cung Văn Hóa Lao Động,"55B Đ. Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",thebusinesscoffee.com,+84 94 752 05 27,71,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNfnWapmIB9IgeJ94SuksHAxfgOpOu9Z62h-LCi', 'https://lh5.googleusercontent.com/p/AF1QipMEv4ZpvHlotKxJUd7oPYKv0i_I0Ogqd8bLINqp']"
36,Kohi Coffee,"68A Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 91 999 84 88,60,4.0,"['https://lh5.googleusercontent.com/p/AF1QipMK_UQNbo2OG6yPPfw9wqauCT4nIY_MuY82Sdgh', 'https://lh5.googleusercontent.com/p/AF1QipNfnWapmIB9IgeJ94SuksHAxfgOpOu9Z62h-LCi']"
37,The Workshop Coffee,"27 Ngô Đức Kế, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",facebook.com,+84 28 3824 6801,,,"['https://lh5.googleusercontent.com/p/AF1QipNJn75IuYbE-c0MGqA1jAX0GGu4MkbN5mXWPkag', 'https://lh5.googleusercontent.com/p/AF1QipMK_UQNbo2OG6yPPfw9wqauCT4nIY_MuY82Sdgh']"
38,RedDoor Specialty Coffee,"151/3 Đ. Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",reddoor.cafe,,143,4.8,"['https://lh5.googleusercontent.com/p/AF1QipMKXgf5bRB3zAJfp8PvF3t5caNTuoNljPstKn7K', 'https://lh5.googleusercontent.com/p/AF1QipNJn75IuYbE-c0MGqA1jAX0GGu4MkbN5mXWPkag']"
39,Cộng cafe,"274 Hai Bà Trưng, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Vietnam",congcaphe.com,+84 91 186 65 13,,,"['https://lh5.googleusercontent.com/p/AF1QipMdNfdveIIGkRC6L10WdWzLCGfLHft0XjZMr71N', 'https://lh5.googleusercontent.com/p/AF1QipMKXgf5bRB3zAJfp8PvF3t5caNTuoNljPstKn7K']"
40,The August coffee and poshtel,"59/11 Đ. Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 344 481 688,149,4.5,"['https://lh5.googleusercontent.com/p/AF1QipOE-JGL_KWHlIG_Vwq2O0d4bYkw0knYhsrZkoH0', 'https://lh5.googleusercontent.com/p/AF1QipMdNfdveIIGkRC6L10WdWzLCGfLHft0XjZMr71N']"
41,Naii Specialty Coffee,"36bis Đ. Lê Lai, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 798 85 77,97,5.0,"['https://lh5.googleusercontent.com/p/AF1QipNHhcoRvcXA0X7oIl9KULKWy0oxzlWptn-mnVUO', 'https://lh5.googleusercontent.com/p/AF1QipOE-JGL_KWHlIG_Vwq2O0d4bYkw0knYhsrZkoH0']"
42,Thức Coffee,"182 Pasteur, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipM-F797chVXKpAFJcE6TasXdl-S71KmqJrn7x94', 'https://lh5.googleusercontent.com/p/AF1QipNHhcoRvcXA0X7oIl9KULKWy0oxzlWptn-mnVUO']"
43,Maigu Drinker Coffee,"07 Đ. Huỳnh Thúc Kháng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 1900 8642,20,4.5,"['https://lh5.googleusercontent.com/p/AF1QipNfZh6q8MerQVg3Jm4Yshy6fDRGkr6BYW34ojG6', 'https://lh5.googleusercontent.com/p/AF1QipM-F797chVXKpAFJcE6TasXdl-S71KmqJrn7x94']"
44,THE COFFEE LAB,"53A Đ. Nguyễn Du, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71006, Vietnam",facebook.com,+84 90 281 86 89,171,4.4,"['https://lh5.googleusercontent.com/p/AF1QipN01eCbw5_PYXezco4gB6Q22Nb6RGNQVozUNNRF', 'https://lh5.googleusercontent.com/p/AF1QipNfZh6q8MerQVg3Jm4Yshy6fDRGkr6BYW34ojG6']"
45,Waterbiz Coffee & Tea Express,"10B Đ. Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3620 1585,242,4.1,"['https://lh5.googleusercontent.com/p/AF1QipPwwDKajJDseAMl9FNrFBUF8hnsrtvRsW8IMivT', 'https://lh5.googleusercontent.com/p/AF1QipN01eCbw5_PYXezco4gB6Q22Nb6RGNQVozUNNRF']"
46,Highlands Coffee,"34 Đ. Lê Duẩn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipMHLTFnU86_vkECxcTS8GeWqKp7VcCYlpPo86hu', 'https://lh5.googleusercontent.com/p/AF1QipPwwDKajJDseAMl9FNrFBUF8hnsrtvRsW8IMivT']"
47,MOJO Boutique Coffee (Nguyễn Huệ),"129 Đ. Nguyễn Huệ, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 896 889 556,147,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMvZ6x3Igx89B_y92YiNqva7JZCISvY4U9HXvmh', 'https://lh5.googleusercontent.com/p/AF1QipMHLTFnU86_vkECxcTS8GeWqKp7VcCYlpPo86hu']"
48,Passio Coffee to go (CN 53 Nguyễn Du).,"53 Đ. Nguyễn Du, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Vietnam",,+84 28 3827 4040,,,"['https://lh5.googleusercontent.com/p/AF1QipNnsAZta1JErFbh7KnxXS76NihsVXswVVWFlV_M', 'https://lh5.googleusercontent.com/p/AF1QipMvZ6x3Igx89B_y92YiNqva7JZCISvY4U9HXvmh']"
49,Flat White Coffee,"274 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",,+84 93 845 62 74,205,4.5,"['https://lh5.googleusercontent.com/p/AF1QipMWTln8rzcfJiS6jt5ei58LAa9Ip4AeeWwqfmR_', 'https://lh5.googleusercontent.com/p/AF1QipNnsAZta1JErFbh7KnxXS76NihsVXswVVWFlV_M']"
50,Roast & Smoke Thao Dien,"188BE14, Nguyễn Văn Hưởng, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam",facebook.com,+84 93 736 36 87,88,4.7,"['https://lh5.googleusercontent.com/p/AF1QipPM7EnQH8hNuGXf7SseUnBYvLNPEkbrM-MrDoY5', 'https://lh5.googleusercontent.com/p/AF1QipPiDqtb5gGG6C3GHTH-wEEXLXDkIndwjhxXbvdE']"
51,Anh coffee roastery,"200 Pasteur, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam",anhcoffeeroastery.vn,+84 886 292 099,,,"['https://lh5.googleusercontent.com/p/AF1QipPM7EnQH8hNuGXf7SseUnBYvLNPEkbrM-MrDoY5', 'https://lh5.googleusercontent.com/p/AF1QipPiDqtb5gGG6C3GHTH-wEEXLXDkIndwjhxXbvdE']"
52,Wanderlust Coffee,"31 Đường 53, Khu dân cư Văn Minh, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,+84 91 991 96 43,127,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNgus3TPsZZt6OKxnLT8etLLNft7W-qdjIJRk8I', 'https://lh5.googleusercontent.com/p/AF1QipPM7EnQH8hNuGXf7SseUnBYvLNPEkbrM-MrDoY5']"
53,Wau Haus Coffee,"97 Đ. Thảo Điền, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 27088, Vietnam",facebook.com,+84 93 811 99 90,71,4.3,"['https://lh5.googleusercontent.com/p/AF1QipNWJB4I1BNA2Tmo-B9K8IsdH-mdvx8FExvoBCQb', 'https://lh5.googleusercontent.com/p/AF1QipNgus3TPsZZt6OKxnLT8etLLNft7W-qdjIJRk8I']"
54,Cafe thảo điền,"33 Nguyễn Ư Dĩ, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,,,,"['https://lh5.googleusercontent.com/p/AF1QipNWJB4I1BNA2Tmo-B9K8IsdH-mdvx8FExvoBCQb', 'https://lh5.googleusercontent.com/p/AF1QipPM7EnQH8hNuGXf7SseUnBYvLNPEkbrM-MrDoY5']"
55,Wayne's Coffee Q2,"21 Võ Trường Toản, An Phú, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,,27,4.2,"['https://lh5.googleusercontent.com/p/AF1QipMP_0QgEl76rN3Keh-5JGrqhD98Wrr2lrXPHEu1', 'https://lh5.googleusercontent.com/p/AF1QipPM7EnQH8hNuGXf7SseUnBYvLNPEkbrM-MrDoY5']"
56,Highlands coffee Trần Não Quận 2,"41 Trần Não, P. Bình An, Quận 2, Thành phố Hồ Chí Minh, Vietnam",highlandscoffee.com.vn,,,,"['https://lh5.googleusercontent.com/p/AF1QipPUWfMMCvZ6X4u_Qe3zQfw4SxA5JW99B0IoiHnS', 'https://lh5.googleusercontent.com/p/AF1QipMP_0QgEl76rN3Keh-5JGrqhD98Wrr2lrXPHEu1']"
57,Bonjour Cafe the Art,"42 Đ. Thảo Điền, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 70000, Vietnam",business.site,+84 387 384 548,575,4.0,"['https://lh5.googleusercontent.com/p/AF1QipN2Ool0oYfQvY-bSwKQ8ASm9stMboJF72T6iSYo', 'https://lh5.googleusercontent.com/p/AF1QipPUWfMMCvZ6X4u_Qe3zQfw4SxA5JW99B0IoiHnS']"
58,Mộc Cafe,"65 Đ. Vành Đai Tây, P. Bình An, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,,17,4.6,"['https://lh5.googleusercontent.com/p/AF1QipO4Bp92UM6wkUdYIjYjzqKeGNqja9zt7JxhUd9p', 'https://lh5.googleusercontent.com/p/AF1QipN2Ool0oYfQvY-bSwKQ8ASm9stMboJF72T6iSYo']"
59,Mầm Coffee,"28 Đ. Thảo Điền, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,+84 703 097 407,,,"['https://lh5.googleusercontent.com/p/AF1QipOBsmg2fxMc10mfEzzObVcy-7-2rsqpMV9fTi9S', 'https://lh5.googleusercontent.com/p/AF1QipO4Bp92UM6wkUdYIjYjzqKeGNqja9zt7JxhUd9p']"
60,Bliss Coffee,"29 Đ. Quốc Hương, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam",business.site,,180,4.1,"['https://lh5.googleusercontent.com/p/AF1QipOjaVo9jx_P9j-2ealdDAYSXexODWlHk7Y6LuYq', 'https://lh5.googleusercontent.com/p/AF1QipOBsmg2fxMc10mfEzzObVcy-7-2rsqpMV9fTi9S']"
61,Chill Corner - Thảo Điền,"32 Đường số 10, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 70000, Vietnam",facebook.com,+84 896 162 696,185,4.5,"['https://lh5.googleusercontent.com/p/AF1QipPoDCgCYUQw-CULeL1Rl3ctsQQ201bS7-utnJfW', 'https://lh5.googleusercontent.com/p/AF1QipOjaVo9jx_P9j-2ealdDAYSXexODWlHk7Y6LuYq']"
62,AA COFFEE,"102 Cao Đức Lân, Khu đô thị An Phú An Khánh, Quận 2, Thành phố Hồ Chí Minh, Vietnam",m.facebook.com,+84 90 290 08 16,,,"['https://lh5.googleusercontent.com/p/AF1QipPLPh-wURpznbKijuiL4-y0KVeOAwDGffzqtPaH', 'https://lh5.googleusercontent.com/p/AF1QipPoDCgCYUQw-CULeL1Rl3ctsQQ201bS7-utnJfW']"
63,Mori Coffee,"85 Đ. Thảo Điền, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000, Vietnam",,+84 28 7300 5667,,,"['https://lh5.googleusercontent.com/p/AF1QipOkOZFgXALZpIrbbL-2dRP8sdt0jspZMDRi3RkE', 'https://lh5.googleusercontent.com/p/AF1QipPLPh-wURpznbKijuiL4-y0KVeOAwDGffzqtPaH']"
64,Cộng coffee - Xuan Thuy Branch,"91 Xuân Thủy, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,+84 91 179 11 51,,,"['https://lh5.googleusercontent.com/p/AF1QipM6L0uzDf9j4TSj16DeKa4wh-pV6eBH0YutTDpX', 'https://lh5.googleusercontent.com/p/AF1QipOkOZFgXALZpIrbbL-2dRP8sdt0jspZMDRi3RkE']"
65,Tea Easy,"98 Xuân Thủy, Thảo Điền, Quận 2, Thành phố Hồ Chí Minh, Vietnam",,,3,3.7,"['https://lh5.googleusercontent.com/p/AF1QipM6L0uzDf9j4TSj16DeKa4wh-pV6eBH0YutTDpX', 'https://lh5.googleusercontent.com/p/AF1QipPM7EnQH8hNuGXf7SseUnBYvLNPEkbrM-MrDoY5']"
